shipment_id,order_id,shipment_timestamp,delivery_timestamp,shipment_status,carrier,shipping_country
SHP00005511,ORD00009636,2024-09-01 04:07:02,,delayed,DHL,CO
SHP00005512,ORD00012357,2024-08-31 14:08:31,2024-09-06 14:08:31,delivered,Servientrega,CL
SHP00005513,ORD00006453,2023-03-28 14:48:46,2023-04-05 14:48:46,delivered,FedEx,US
SHP00005514,ORD00014270,2023-10-12 04:51:35,2023-10-14 04:51:35,delivered,Correos,BR
SHP00005515,ORD00005865,2024-10-02 09:08:31,2024-10-03 09:08:31,delivered,USPS,US
SHP00005516,ORD00014402,2023-09-25 03:02:31,2023-09-30 03:02:31,delivered,Correos,ES
SHP00005517,ORD00006252,2025-01-12 02:34:57,2025-01-15 02:34:57,delivered,USPS,BR
SHP00005518,ORD00010160,2025-04-23 11:39:11,2025-04-30 11:39:11,delivered,Correos,CL
SHP00005519,ORD00001195,2023-08-28 02:54:04,2023-09-05 02:54:04,delivered,FedEx,MX
SHP00005520,ORD00011445,2024-02-06 02:02:28,,shipped,UPS,CL
SHP00005521,ORD00013580,2023-03-14 11:38:01,,shipped,USPS,AR
SHP00005522,ORD00003442,2024-06-05 14:19:47,2024-06-12 14:19:47,delivered,USPS,BR
SHP00005523,ORD00007246,2024-09-15 16:37:22,2024-09-21 16:37:22,delivered,UPS,US
SHP00005524,ORD00009452,2023-09-30 13:02:32,2023-10-12 13:02:32,delayed,Servientrega,ES
SHP00005525,ORD00007656,2025-09-20 17:20:28,,delayed,USPS,MX
SHP00005526,ORD00003535,2023-08-01 01:11:49,2023-08-08 01:11:49,delivered,USPS,CA
SHP00005527,ORD00010024,2023-05-26 01:01:13,2023-06-03 01:01:13,delivered,Servientrega,BR
SHP00005528,ORD00007055,2023-04-19 18:27:23,2023-04-26 18:27:23,delivered,Correos,MX
SHP00005529,ORD00009235,2025-05-23 23:41:49,2025-05-31 23:41:49,delivered,UPS,US
SHP00005530,ORD00012897,2024-06-22 08:18:15,,shipped,UPS,CL
SHP00005531,ORD00012694,2025-04-01 21:14:26,2025-04-02 21:14:26,delivered,Correos,BR
SHP00005532,ORD00002726,2023-09-14 13:02:33,2023-09-22 13:02:33,delivered,FedEx,BR
SHP00005533,ORD00008969,2023-02-23 17:18:15,2023-03-03 17:18:15,delivered,USPS,CO
SHP00005534,ORD00009089,2025-06-22 00:32:17,2025-06-28 00:32:17,delivered,FedEx,CA
SHP00005535,ORD00002868,2025-01-28 13:19:47,2025-01-30 13:19:47,delivered,Correos,BR
SHP00005536,ORD00006943,2024-08-05 23:09:51,2024-08-09 23:09:51,delivered,FedEx,CA
SHP00005537,ORD00011184,2023-08-30 06:57:04,2023-09-06 06:57:04,delivered,Correos,CO
SHP00005538,ORD00001680,2025-05-28 16:29:35,2025-06-05 16:29:35,delayed,Correos,ES
SHP00005539,ORD00009051,2023-03-04 13:52:45,2023-03-10 13:52:45,delivered,Correos,ES
SHP00005540,ORD00010436,2025-04-01 07:59:11,2025-04-06 07:59:11,delivered,DHL,ES
SHP00005541,ORD00003274,2023-09-30 10:53:30,2023-10-03 10:53:30,delivered,Correos,CA
SHP00005542,ORD00012249,2024-01-15 13:49:08,,shipped,Servientrega,MX
SHP00005543,ORD00012541,2024-03-27 15:26:45,,shipped,Servientrega,ES
SHP00005544,ORD00004775,2024-04-25 20:37:23,2024-05-01 20:37:23,delivered,DHL,CA
SHP00005545,ORD00006942,2024-04-05 01:49:28,,shipped,UPS,MX
SHP00005546,ORD00013601,2025-07-27 19:33:49,2025-07-28 19:33:49,delivered,USPS,CO
SHP00005547,ORD00013474,2023-05-29 02:29:40,2023-06-06 02:29:40,delivered,USPS,AR
SHP00005548,ORD00005191,2025-12-08 22:29:36,2025-12-09 22:29:36,delivered,UPS,US
SHP00005549,ORD00005647,2023-06-14 23:41:00,2023-06-15 23:41:00,delivered,UPS,ES
SHP00005550,ORD00003044,2024-06-06 14:48:00,2024-06-11 14:48:00,delivered,DHL,AR
SHP00005551,ORD00012513,2024-01-04 07:45:49,2024-01-12 07:45:49,delivered,FedEx,ES
SHP00005552,ORD00011331,2023-05-04 18:37:52,,shipped,UPS,MX
SHP00005553,ORD00014920,2025-03-19 18:26:38,2025-03-20 18:26:38,delivered,UPS,CO
SHP00005554,ORD00009859,2024-09-12 23:17:01,2024-09-15 23:17:01,delivered,Correos,CL
SHP00005555,ORD00011039,2024-04-28 16:36:49,2024-05-06 16:36:49,delivered,Correos,BR
SHP00005556,ORD00004916,2024-05-10 03:32:43,2024-05-15 03:32:43,delivered,UPS,AR
SHP00005557,ORD00012998,2024-06-25 19:04:49,2024-06-30 19:04:49,delivered,UPS,CO
SHP00005558,ORD00006433,2026-01-31 04:16:47,2026-02-04 04:16:47,delivered,Correos,CO
SHP00005559,ORD00013825,2023-01-22 18:22:04,,shipped,USPS,MX
SHP00005560,ORD00002365,2024-09-06 23:38:17,,shipped,Servientrega,CL
SHP00005561,ORD00005274,2025-11-25 17:30:18,2025-11-30 17:30:18,delivered,USPS,CA
SHP00005562,ORD00012656,2025-09-19 06:50:18,,delayed,Correos,BR
SHP00005563,ORD00011026,2024-06-06 09:30:00,2024-06-12 09:30:00,delivered,DHL,CO
SHP00005564,ORD00012345,2023-12-15 23:40:23,2023-12-22 23:40:23,delivered,Correos,AR
SHP00005565,ORD00006271,2023-09-17 17:15:53,2023-09-24 17:15:53,delivered,USPS,AR
SHP00005566,ORD00002256,2025-06-21 08:42:22,,shipped,Servientrega,MX
SHP00005567,ORD00007563,2023-07-01 16:01:17,2023-07-07 16:01:17,delivered,Correos,CA
SHP00005568,ORD00012350,2023-08-01 19:53:05,2023-08-02 19:53:05,delivered,DHL,ES
SHP00005569,ORD00013603,2025-12-15 11:29:15,,shipped,USPS,US
SHP00005570,ORD00008965,2025-12-27 00:45:22,2026-01-03 00:45:22,delivered,USPS,BR
SHP00005571,ORD00012543,2024-08-06 23:23:00,2024-08-12 23:23:00,delivered,Correos,US
SHP00005572,ORD00004746,2025-05-21 06:00:08,2025-05-24 06:00:08,delivered,DHL,MX
SHP00005573,ORD00013555,2024-04-01 09:01:17,2024-04-06 09:01:17,delivered,UPS,CA
SHP00005574,ORD00011230,2023-03-15 22:15:52,2023-03-20 22:15:52,delivered,Correos,AR
SHP00005575,ORD00007177,2025-10-24 06:23:27,,shipped,Correos,ES
SHP00005576,ORD00005386,2024-11-02 23:35:52,2024-11-10 23:35:52,delivered,UPS,US
SHP00005577,ORD00000031,2023-06-07 20:08:45,2023-06-11 20:08:45,delivered,UPS,CL
SHP00005578,ORD00014190,2025-09-02 18:24:31,2025-09-07 18:24:31,delivered,FedEx,ES
SHP00005579,ORD00012021,2023-09-14 13:11:59,,delayed,DHL,US
SHP00005580,ORD00013653,2025-08-22 09:08:20,,delayed,DHL,CL
SHP00005581,ORD00010021,2023-10-19 20:45:14,2023-10-26 20:45:14,delivered,DHL,CO
SHP00005582,ORD00000387,2024-05-07 12:45:17,,shipped,USPS,CO
SHP00005583,ORD00001538,2025-01-28 16:34:06,2025-01-30 16:34:06,delivered,FedEx,BR
SHP00005584,ORD00008355,2023-10-27 16:14:28,2023-11-03 16:14:28,delivered,DHL,BR
SHP00005585,ORD00014017,2023-04-25 12:45:31,2023-05-03 12:45:31,delivered,UPS,AR
SHP00005586,ORD00010815,2025-02-15 13:34:57,2025-02-22 13:34:57,delivered,DHL,AR
SHP00005587,ORD00012831,2025-05-26 10:07:44,2025-06-03 10:07:44,delivered,FedEx,MX
SHP00005588,ORD00006270,2023-11-30 15:44:46,2023-12-03 15:44:46,delivered,USPS,CA
SHP00005589,ORD00000363,2024-01-29 05:53:47,2024-02-01 05:53:47,delivered,FedEx,BR
SHP00005590,ORD00013494,2024-10-31 05:36:18,2024-11-08 05:36:18,delivered,UPS,CO
SHP00005591,ORD00013395,2023-02-26 17:31:26,2023-03-04 17:31:26,delivered,Servientrega,AR
SHP00005592,ORD00004509,2025-03-04 04:16:25,2025-03-12 04:16:25,delivered,FedEx,ES
SHP00005593,ORD00001043,2024-03-06 11:25:39,2024-03-08 11:25:39,delivered,DHL,MX
SHP00005594,ORD00011540,2023-03-23 07:59:18,,shipped,Correos,US
SHP00005595,ORD00000130,2024-07-06 00:32:26,2024-07-10 00:32:26,delivered,FedEx,MX
SHP00005596,ORD00005275,2025-10-04 20:28:58,,shipped,Servientrega,CL
SHP00005597,ORD00009884,2025-08-09 10:42:35,2025-08-10 10:42:35,delivered,Correos,BR
SHP00005598,ORD00005985,2024-06-06 20:16:32,2024-06-10 20:16:32,delivered,Servientrega,CL
SHP00005599,ORD00014341,2024-01-01 09:58:45,2024-01-02 09:58:45,delivered,UPS,MX
SHP00005600,ORD00007283,2025-09-04 21:53:00,2025-09-10 21:53:00,delivered,USPS,ES
SHP00005601,ORD00005033,2023-10-31 07:27:56,2023-11-02 07:27:56,delivered,USPS,CL
SHP00005602,ORD00003495,2024-01-19 08:28:16,,shipped,Correos,CO
SHP00005603,ORD00002528,2023-08-22 03:59:52,2023-08-24 03:59:52,delivered,FedEx,CO
SHP00005604,ORD00005927,2024-05-13 06:45:09,,shipped,UPS,ES
SHP00005605,ORD00002716,2024-11-07 05:47:15,2024-11-14 05:47:15,delivered,DHL,MX
SHP00005606,ORD00007842,2024-11-28 20:47:54,2024-12-01 20:47:54,delivered,UPS,AR
SHP00005607,ORD00014141,2023-01-18 02:55:08,2023-01-25 02:55:08,delivered,UPS,CA
SHP00005608,ORD00003076,2024-06-29 18:30:54,,shipped,UPS,US
SHP00005609,ORD00013764,2024-07-08 11:05:36,2024-07-10 11:05:36,delivered,Correos,CL
SHP00005610,ORD00002326,2026-02-02 12:59:02,2026-02-12 12:59:02,delayed,Correos,CA
SHP00005611,ORD00014234,2025-02-23 09:25:46,2025-02-26 09:25:46,delivered,FedEx,MX
SHP00005612,ORD00005239,2025-08-23 01:05:54,2025-08-30 01:05:54,delivered,UPS,MX
SHP00005613,ORD00005527,2024-07-03 07:33:09,,shipped,DHL,AR
SHP00005614,ORD00001306,2023-05-24 03:51:21,2023-05-25 03:51:21,delivered,USPS,BR
SHP00005615,ORD00007423,2023-01-21 06:59:23,2023-01-23 06:59:23,delivered,USPS,CA
SHP00005616,ORD00007157,2025-06-07 12:21:12,2025-06-09 12:21:12,delivered,UPS,CA
SHP00005617,ORD00009591,2025-08-28 22:14:59,2025-08-31 22:14:59,delivered,Correos,AR
SHP00005618,ORD00009042,2025-10-22 15:50:05,2025-10-27 15:50:05,delivered,Servientrega,US
SHP00005619,ORD00003328,2025-05-21 21:38:13,2025-05-28 21:38:13,delivered,UPS,CO
SHP00005620,ORD00012010,2024-12-23 22:10:02,2024-12-25 22:10:02,delivered,USPS,ES
SHP00005621,ORD00001661,2024-01-17 07:53:08,,shipped,UPS,BR
SHP00005622,ORD00007142,2023-06-26 06:58:13,2023-06-30 06:58:13,delivered,FedEx,AR
SHP00005623,ORD00014261,2023-04-01 20:18:14,2023-04-02 20:18:14,delivered,Correos,BR
SHP00005624,ORD00010731,2024-10-09 09:31:24,,shipped,USPS,CO
SHP00005625,ORD00006462,2024-04-26 10:25:42,2024-05-01 10:25:42,delivered,UPS,CL
SHP00005626,ORD00009618,2025-11-22 11:03:26,2025-11-23 11:03:26,delivered,FedEx,US
SHP00005627,ORD00010109,2025-10-02 23:00:10,2025-10-09 23:00:10,delivered,Correos,AR
SHP00005628,ORD00013659,2024-10-15 00:15:24,2024-10-17 00:15:24,delivered,UPS,ES
SHP00005629,ORD00001019,2023-09-06 19:14:44,2023-09-14 19:14:44,delayed,FedEx,AR
SHP00005630,ORD00010700,2024-12-27 12:23:32,,shipped,USPS,AR
SHP00005631,ORD00004861,2024-12-25 08:58:33,2024-12-31 08:58:33,delivered,UPS,MX
SHP00005632,ORD00013378,2026-02-18 01:54:19,,shipped,FedEx,MX
SHP00005633,ORD00011848,2025-12-16 22:22:23,,shipped,Servientrega,CL
SHP00005634,ORD00012062,2025-03-05 22:15:44,,shipped,Correos,BR
SHP00005635,ORD00014388,2024-10-01 04:14:34,,shipped,FedEx,CA
SHP00005636,ORD00001799,2026-02-07 20:50:57,2026-02-15 20:50:57,delivered,FedEx,BR
SHP00005637,ORD00012924,2025-12-05 04:58:09,2025-12-12 04:58:09,delivered,DHL,CA
SHP00005638,ORD00001678,2025-07-17 11:30:15,2025-07-19 11:30:15,delivered,FedEx,MX
SHP00005639,ORD00011595,2023-04-22 15:27:30,2023-04-29 15:27:30,delivered,FedEx,AR
SHP00005640,ORD00013211,2025-04-07 15:29:29,2025-04-12 15:29:29,delivered,DHL,AR
SHP00005641,ORD00010879,2025-01-16 10:56:08,2025-01-23 10:56:08,delivered,UPS,CL
SHP00005642,ORD00004849,2024-01-18 09:25:52,2024-01-21 09:25:52,delivered,DHL,CA
SHP00005643,ORD00001913,2025-12-10 17:27:35,,shipped,DHL,AR
SHP00005644,ORD00013431,2025-04-21 20:38:15,,shipped,USPS,MX
SHP00005645,ORD00001182,2024-08-27 10:45:56,2024-08-30 10:45:56,delivered,UPS,MX
SHP00005646,ORD00012383,2024-04-30 06:39:29,2024-05-03 06:39:29,delivered,Servientrega,CA
SHP00005647,ORD00010659,2024-03-25 12:10:36,2024-03-27 12:10:36,delivered,USPS,AR
SHP00005648,ORD00012648,2024-04-20 03:23:46,2024-04-21 03:23:46,delivered,DHL,ES
SHP00005649,ORD00003503,2024-03-14 13:53:22,,shipped,USPS,AR
SHP00005650,ORD00012374,2023-04-27 14:12:44,2023-05-02 14:12:44,delivered,FedEx,CA
SHP00005651,ORD00000734,2024-05-06 14:09:53,,shipped,USPS,CA
SHP00005652,ORD00002782,2024-05-17 18:40:56,2024-05-21 18:40:56,delivered,UPS,US
SHP00005653,ORD00001498,2024-06-29 16:48:24,2024-07-04 16:48:24,delivered,FedEx,AR
SHP00005654,ORD00006547,2024-12-10 08:13:58,2024-12-13 08:13:58,delivered,Correos,CO
SHP00005655,ORD00012943,2025-01-15 19:27:16,2025-01-24 19:27:16,delayed,DHL,BR
SHP00005656,ORD00000813,2025-09-15 22:14:54,,delayed,Correos,BR
SHP00005657,ORD00001837,2025-09-10 23:10:06,2025-09-16 23:10:06,delivered,DHL,CA
SHP00005658,ORD00003982,2026-02-02 23:10:05,2026-02-12 23:10:05,delayed,Correos,CO
SHP00005659,ORD00014675,2024-03-15 02:02:55,,shipped,UPS,US
SHP00005660,ORD00013181,2025-11-09 01:44:24,,shipped,Servientrega,US
SHP00005661,ORD00003428,2023-03-31 07:57:24,2023-04-03 07:57:24,delivered,USPS,CA
SHP00005662,ORD00000862,2024-05-15 14:27:52,,shipped,USPS,US
SHP00005663,ORD00007732,2025-12-02 14:23:34,2025-12-10 14:23:34,delivered,DHL,US
SHP00005664,ORD00001908,2023-08-11 12:42:07,2023-08-13 12:42:07,delivered,Servientrega,AR
SHP00005665,ORD00004390,2025-02-11 21:05:56,,shipped,USPS,MX
SHP00005666,ORD00001901,2023-10-09 09:59:45,2023-10-15 09:59:45,delivered,USPS,ES
SHP00005667,ORD00012749,2024-11-05 20:41:06,2024-11-07 20:41:06,delivered,FedEx,MX
SHP00005668,ORD00006555,2024-10-24 04:20:27,2024-10-25 04:20:27,delivered,USPS,CO
SHP00005669,ORD00003219,2023-12-31 06:28:32,,shipped,FedEx,CA
SHP00005670,ORD00004513,2023-11-21 21:42:29,2023-11-29 21:42:29,delayed,UPS,AR
SHP00005671,ORD00013787,2023-04-14 21:54:28,2023-04-22 21:54:28,delivered,DHL,CO
SHP00005672,ORD00003209,2025-07-18 22:56:43,2025-07-21 22:56:43,delivered,DHL,ES
SHP00005673,ORD00013689,2025-02-14 07:46:53,,shipped,Servientrega,CA
SHP00005674,ORD00009119,2024-01-10 09:07:27,2024-01-14 09:07:27,delivered,FedEx,US
SHP00005675,ORD00014996,2025-01-05 02:14:35,2025-01-08 02:14:35,delivered,FedEx,CO
SHP00005676,ORD00004939,2024-04-22 06:30:01,2024-04-28 06:30:01,delivered,DHL,BR
SHP00005677,ORD00012707,2023-11-05 20:49:24,2023-11-11 20:49:24,delivered,Correos,BR
SHP00005678,ORD00006340,2025-11-05 02:29:51,2025-11-12 02:29:51,delivered,Servientrega,ES
SHP00005679,ORD00014278,2024-09-08 11:10:27,2024-09-09 11:10:27,delivered,UPS,MX
SHP00005680,ORD00009928,2023-02-10 06:09:43,2023-02-11 06:09:43,delivered,USPS,US
SHP00005681,ORD00000575,2025-12-25 12:13:12,2025-12-30 12:13:12,delivered,Correos,CL
SHP00005682,ORD00010230,2024-05-28 04:00:27,,shipped,Servientrega,AR
SHP00005683,ORD00013760,2023-05-18 14:08:43,2023-05-21 14:08:43,delivered,FedEx,CO
SHP00005684,ORD00004551,2024-02-02 19:53:41,2024-02-09 19:53:41,delayed,FedEx,US
SHP00005685,ORD00004549,2026-02-11 13:08:39,2026-02-19 13:08:39,delivered,DHL,AR
SHP00005686,ORD00007824,2025-08-21 15:28:50,2025-08-29 15:28:50,delivered,UPS,CA
SHP00005687,ORD00002058,2025-11-23 23:41:27,2025-11-24 23:41:27,delivered,Correos,AR
SHP00005688,ORD00000758,2026-02-20 17:41:08,2026-03-04 17:41:08,delayed,DHL,CO
SHP00005689,ORD00013367,2024-01-10 01:13:52,2024-01-16 01:13:52,delivered,USPS,CA
SHP00005690,ORD00009406,2025-07-19 19:06:56,2025-07-26 19:06:56,delivered,Correos,BR
SHP00005691,ORD00005378,2025-01-27 02:08:38,2025-02-02 02:08:38,delivered,UPS,MX
SHP00005692,ORD00010816,2025-07-08 10:49:25,2025-07-14 10:49:25,delivered,DHL,MX
SHP00005693,ORD00004721,2024-06-08 11:50:04,,shipped,USPS,US
SHP00005694,ORD00011857,2023-06-03 17:54:55,2023-06-10 17:54:55,delivered,Servientrega,AR
SHP00005695,ORD00005204,2025-06-30 03:57:21,2025-07-05 03:57:21,delivered,USPS,BR
SHP00005696,ORD00001399,2023-07-03 10:35:22,2023-07-08 10:35:22,delivered,Correos,US
SHP00005697,ORD00007982,2025-01-31 18:30:07,,shipped,DHL,CL
SHP00005698,ORD00001456,2023-10-02 00:56:53,2023-10-04 00:56:53,delivered,Correos,MX
SHP00005699,ORD00003119,2023-03-05 07:49:37,2023-03-11 07:49:37,delivered,Correos,ES
SHP00005700,ORD00009093,2024-01-03 03:13:26,2024-01-09 03:13:26,delivered,UPS,CA
SHP00005701,ORD00011642,2023-02-19 23:07:07,2023-02-26 23:07:07,delivered,Servientrega,US
SHP00005702,ORD00001388,2023-07-25 05:03:22,,shipped,Servientrega,MX
SHP00005703,ORD00010803,2025-04-19 15:12:01,2025-04-24 15:12:01,delivered,UPS,AR
SHP00005704,ORD00011291,2025-05-25 19:36:47,2025-05-27 19:36:47,delivered,UPS,CA
SHP00005705,ORD00014181,2024-10-14 06:34:52,2024-10-20 06:34:52,delivered,Correos,US
SHP00005706,ORD00004643,2024-10-25 00:15:57,,shipped,UPS,CL
SHP00005707,ORD00014807,2025-12-22 20:17:02,,shipped,FedEx,BR
SHP00005708,ORD00003941,2023-10-11 06:52:03,2023-10-19 06:52:03,delivered,FedEx,AR
SHP00005709,ORD00002155,2025-08-03 01:31:13,2025-08-10 01:31:13,delivered,USPS,CO
SHP00005710,ORD00014692,2023-03-29 23:34:51,2023-04-06 23:34:51,delivered,UPS,US
SHP00005711,ORD00004668,2024-10-21 02:36:17,,shipped,Servientrega,US
SHP00005712,ORD00009041,2024-06-02 10:09:59,2024-06-03 10:09:59,delivered,UPS,MX
SHP00005713,ORD00006091,2025-02-21 00:14:59,,shipped,DHL,CO
SHP00005714,ORD00014154,2024-01-11 11:57:38,2024-01-14 11:57:38,delivered,DHL,AR
SHP00005715,ORD00008236,2023-03-26 07:02:07,2023-04-01 07:02:07,delivered,Correos,CL
SHP00005716,ORD00002292,2023-06-26 08:18:19,2023-07-01 08:18:19,delivered,DHL,US
SHP00005717,ORD00013665,2024-03-23 02:05:27,2024-03-31 02:05:27,delivered,DHL,ES
SHP00005718,ORD00008728,2025-01-02 19:07:46,2025-01-09 19:07:46,delivered,Correos,CL
SHP00005719,ORD00005873,2025-06-07 01:37:03,2025-06-11 01:37:03,delivered,FedEx,MX
SHP00005720,ORD00014816,2024-01-14 03:21:53,2024-01-16 03:21:53,delivered,DHL,MX
SHP00005721,ORD00002744,2023-08-22 19:50:32,2023-08-25 19:50:32,delivered,Servientrega,CA
SHP00005722,ORD00010099,2025-04-25 14:45:01,2025-05-03 14:45:01,delivered,Servientrega,AR
SHP00005723,ORD00006368,2024-12-16 05:03:30,2024-12-22 05:03:30,delivered,USPS,ES
SHP00005724,ORD00009654,2025-06-16 05:00:08,2025-06-22 05:00:08,delivered,USPS,US
SHP00005725,ORD00010010,2024-03-05 23:20:59,,shipped,USPS,CL
SHP00005726,ORD00006813,2023-04-13 14:09:06,2023-04-15 14:09:06,delivered,Correos,ES
SHP00005727,ORD00012923,2024-08-05 05:37:58,2024-08-12 05:37:58,delayed,DHL,AR
SHP00005728,ORD00000876,2024-12-22 02:24:35,,shipped,UPS,CA
SHP00005729,ORD00007302,2023-05-21 05:14:20,2023-05-22 05:14:20,delivered,DHL,ES
SHP00005730,ORD00006098,2023-07-14 14:44:19,,shipped,USPS,AR
SHP00005731,ORD00000339,2025-01-09 15:32:29,2025-01-11 15:32:29,delivered,FedEx,ES
SHP00005732,ORD00002218,2025-12-07 09:39:09,2025-12-15 09:39:09,delivered,FedEx,CL
SHP00005733,ORD00010419,2024-09-03 06:09:06,2024-09-04 06:09:06,delivered,FedEx,AR
SHP00005734,ORD00011273,2025-11-08 03:19:21,2025-11-13 03:19:21,delivered,DHL,AR
SHP00005735,ORD00013717,2024-05-09 04:19:07,2024-05-17 04:19:07,delivered,UPS,US
SHP00005736,ORD00000953,2023-01-03 07:50:13,2023-01-09 07:50:13,delivered,DHL,BR
SHP00005737,ORD00001591,2025-06-19 09:50:41,2025-06-23 09:50:41,delivered,Correos,AR
SHP00005738,ORD00001921,2023-10-26 11:39:26,,shipped,USPS,MX
SHP00005739,ORD00013510,2025-03-06 08:52:03,2025-03-14 08:52:03,delivered,UPS,CO
SHP00005740,ORD00002150,2023-02-09 16:26:48,2023-02-16 16:26:48,delivered,DHL,CA
SHP00005741,ORD00008693,2024-11-09 03:08:20,,shipped,Servientrega,CA
SHP00005742,ORD00000739,2025-12-12 08:18:56,2025-12-14 08:18:56,delivered,USPS,CA
SHP00005743,ORD00004153,2025-10-13 00:53:32,2025-10-18 00:53:32,delivered,USPS,CO
SHP00005744,ORD00010147,2025-09-01 09:09:04,,shipped,Servientrega,BR
SHP00005745,ORD00008811,2024-08-25 12:53:01,2024-08-31 12:53:01,delivered,FedEx,CA
SHP00005746,ORD00006256,2025-03-07 01:45:17,2025-03-10 01:45:17,delivered,Servientrega,ES
SHP00005747,ORD00000063,2023-02-17 06:20:48,2023-02-23 06:20:48,delivered,USPS,CO
SHP00005748,ORD00010078,2023-09-29 01:11:45,2023-10-01 01:11:45,delivered,DHL,ES
SHP00005749,ORD00008760,2025-09-21 19:00:15,2025-09-30 19:00:15,delayed,UPS,CL
SHP00005750,ORD00006351,2023-01-06 07:12:49,2023-01-18 07:12:49,delayed,Servientrega,MX
SHP00005751,ORD00002561,2025-07-24 14:57:34,,shipped,USPS,AR
SHP00005752,ORD00013794,2023-06-06 17:21:55,2023-06-11 17:21:55,delivered,UPS,CO
SHP00005753,ORD00014441,2024-11-08 08:30:56,2024-11-12 08:30:56,delivered,FedEx,BR
SHP00005754,ORD00004404,2024-06-17 06:56:27,,shipped,DHL,CA
SHP00005755,ORD00014919,2023-08-25 12:03:12,2023-08-30 12:03:12,delivered,UPS,AR
SHP00005756,ORD00009290,2024-11-26 20:08:44,,shipped,Correos,AR
SHP00005757,ORD00001581,2025-10-25 16:43:34,2025-11-01 16:43:34,delivered,FedEx,ES
SHP00005758,ORD00001525,2023-07-25 14:41:03,2023-07-27 14:41:03,delivered,UPS,ES
SHP00005759,ORD00000511,2025-07-09 21:00:52,2025-07-10 21:00:52,delivered,FedEx,CL
SHP00005760,ORD00002515,2023-08-24 21:01:37,2023-08-31 21:01:37,delivered,FedEx,CA
SHP00005761,ORD00002904,2025-06-20 23:03:20,2025-06-26 23:03:20,delivered,DHL,US
SHP00005762,ORD00013573,2023-11-13 03:00:45,2023-11-20 03:00:45,delivered,USPS,US
SHP00005763,ORD00006732,2023-02-23 10:04:21,2023-03-03 10:04:21,delivered,DHL,ES
SHP00005764,ORD00012759,2025-04-22 23:41:46,2025-04-28 23:41:46,delivered,UPS,CL
SHP00005765,ORD00012686,2023-06-24 06:33:19,2023-06-26 06:33:19,delivered,FedEx,CO
SHP00005766,ORD00008829,2023-02-11 06:59:55,,shipped,DHL,CA
SHP00005767,ORD00004832,2023-07-14 18:47:44,2023-07-19 18:47:44,delivered,Correos,US
SHP00005768,ORD00004927,2025-06-19 15:27:29,,shipped,DHL,BR
SHP00005769,ORD00007188,2025-01-17 03:38:32,,shipped,USPS,BR
SHP00005770,ORD00012259,2023-05-04 13:14:54,2023-05-12 13:14:54,delivered,USPS,CA
SHP00005771,ORD00011577,2023-03-13 18:21:25,2023-03-18 18:21:25,delivered,FedEx,AR
SHP00005772,ORD00004124,2025-10-12 11:54:44,2025-10-14 11:54:44,delivered,FedEx,CL
SHP00005773,ORD00014386,2024-04-13 10:10:39,,shipped,FedEx,CO
SHP00005774,ORD00012887,2025-01-07 16:48:57,2025-01-08 16:48:57,delivered,Servientrega,US
SHP00005775,ORD00009377,2024-01-11 00:21:44,2024-01-17 00:21:44,delivered,USPS,BR
SHP00005776,ORD00006398,2024-03-26 20:06:22,2024-03-29 20:06:22,delivered,UPS,ES
SHP00005777,ORD00013556,2026-01-15 21:40:39,2026-01-18 21:40:39,delivered,Servientrega,CO
SHP00005778,ORD00011791,2025-12-02 01:01:09,,shipped,Servientrega,US
SHP00005779,ORD00004994,2024-05-11 19:10:31,2024-05-14 19:10:31,delivered,UPS,BR
SHP00005780,ORD00001142,2025-01-24 08:31:36,2025-01-30 08:31:36,delivered,Servientrega,CL
SHP00005781,ORD00002436,2023-04-10 05:03:06,2023-04-14 05:03:06,delivered,Servientrega,US
SHP00005782,ORD00011126,2026-01-16 11:55:53,2026-01-21 11:55:53,delivered,FedEx,MX
SHP00005783,ORD00007118,2025-03-18 23:47:50,2025-03-22 23:47:50,delivered,Correos,CO
SHP00005784,ORD00013020,2026-03-04 18:05:34,2026-03-08 18:05:34,delivered,USPS,AR
SHP00005785,ORD00002063,2025-03-29 11:09:01,2025-03-31 11:09:01,delivered,USPS,US
SHP00005786,ORD00005249,2023-06-21 10:31:23,2023-06-22 10:31:23,delivered,UPS,BR
SHP00005787,ORD00011253,2023-08-04 04:26:03,2023-08-11 04:26:03,delivered,FedEx,CL
SHP00005788,ORD00013549,2023-11-23 17:55:18,,shipped,Servientrega,CO
SHP00005789,ORD00001162,2025-03-04 07:45:27,2025-03-08 07:45:27,delivered,Correos,US
SHP00005790,ORD00001204,2023-08-04 08:06:02,2023-08-12 08:06:02,delivered,USPS,AR
SHP00005791,ORD00004196,2024-04-09 21:47:30,2024-04-10 21:47:30,delivered,DHL,CL
SHP00005792,ORD00003765,2023-11-28 05:33:49,2023-12-05 05:33:49,delivered,DHL,CA
SHP00005793,ORD00009135,2023-05-15 22:07:39,2023-05-18 22:07:39,delivered,USPS,BR
SHP00005794,ORD00000500,2025-01-22 01:53:58,2025-01-30 01:53:58,delivered,USPS,MX
SHP00005795,ORD00003231,2025-04-22 04:03:15,2025-04-27 04:03:15,delivered,Correos,BR
SHP00005796,ORD00004491,2023-07-04 14:04:04,2023-07-08 14:04:04,delivered,Correos,ES
SHP00005797,ORD00013354,2025-10-10 13:13:23,2025-10-11 13:13:23,delivered,USPS,CO
