payment_id,order_id,payment_timestamp,payment_method,payment_status,payment_amount,currency
PAY00015545,ORD00013884,2024-03-21 13:40:43,credit_card,failed,1892.65,USD
PAY00015298,ORD00013665,2024-03-21 15:10:27,debit_card,paid,4170.29,USD
PAY00013592,ORD00012134,2024-03-21 15:14:56,credit_card,paid,658.75,USD
PAY00004817,ORD00004291,2024-03-21 15:40:43,credit_card,paid,414.84,USD
PAY00005188,ORD00004626,2024-03-21 16:00:06,debit_card,paid,2010.44,USD
PAY00006603,ORD00005880,2024-03-21 18:29:18,credit_card,pending,542.86,USD
PAY00013248,ORD00011823,2024-03-21 20:46:17,credit_card,paid,936.53,USD
PAY00005211,ORD00004646,2024-03-21 20:55:33,credit_card,pending,970.75,USD
PAY00007164,ORD00006376,2024-03-21 23:40:23,credit_card,failed,435.92,USD
PAY00002823,ORD00002523,2024-03-22 00:07:53,credit_card,pending,1649.28,USD
PAY00010448,ORD00009315,2024-03-22 04:34:45,paypal,paid,370.27,USD
PAY00008518,ORD00007595,2024-03-22 04:45:57,credit_card,paid,230.09,USD
PAY00010709,ORD00009549,2024-03-22 05:20:17,credit_card,paid,748.5,USD
PAY00006779,ORD00006035,2024-03-22 06:22:08,debit_card,paid,853.88,USD
PAY00000743,ORD00000657,2024-03-22 07:25:55,credit_card,paid,4162.86,USD
PAY00002770,ORD00002477,2024-03-22 11:37:30,paypal,paid,1815.38,USD
PAY00015427,ORD00013784,2024-03-22 15:13:05,debit_card,pending,123.99,USD
PAY00016122,ORD00014396,2024-03-22 15:15:21,credit_card,failed,344.14,USD
PAY00014669,ORD00013100,2024-03-22 16:32:53,debit_card,pending,2612.04,USD
PAY00010710,ORD00009549,2024-03-22 16:48:17,credit_card,paid,748.5,USD
PAY00014670,ORD00013100,2024-03-22 20:35:53,credit_card,paid,2612.04,USD
PAY00016123,ORD00014396,2024-03-22 22:40:21,debit_card,failed,344.14,USD
PAY00001267,ORD00001132,2024-03-22 22:57:39,debit_card,paid,2736.54,USD
PAY00002473,ORD00002216,2024-03-23 00:10:28,debit_card,paid,571.21,USD
PAY00002474,ORD00002216,2024-03-23 01:02:28,paypal,failed,571.21,USD
PAY00011940,ORD00010659,2024-03-23 01:16:36,wallet,paid,1963.91,USD
PAY00016206,ORD00014468,2024-03-23 01:22:09,credit_card,paid,204.02,USD
PAY00012956,ORD00011566,2024-03-23 05:00:45,credit_card,paid,1953.77,USD
PAY00005944,ORD00005294,2024-03-23 10:24:17,paypal,paid,3953.89,USD
PAY00006305,ORD00005616,2024-03-23 14:43:26,paypal,pending,1603.87,USD
PAY00002348,ORD00002105,2024-03-23 16:14:20,credit_card,paid,3808.2,USD
PAY00009781,ORD00008727,2024-03-23 20:24:39,debit_card,paid,590.31,USD
PAY00002621,ORD00002343,2024-03-23 20:44:53,credit_card,paid,1799.67,USD
PAY00002622,ORD00002343,2024-03-23 22:11:53,bank_transfer,failed,1799.67,USD
PAY00007500,ORD00006685,2024-03-24 02:08:21,credit_card,paid,2439.8,USD
PAY00004273,ORD00003814,2024-03-24 02:35:08,credit_card,failed,416.0,USD
PAY00007501,ORD00006685,2024-03-24 02:40:21,bank_transfer,paid,2439.8,USD
PAY00001811,ORD00001623,2024-03-24 05:30:24,paypal,paid,229.19,USD
PAY00007187,ORD00006398,2024-03-24 13:28:22,debit_card,paid,2305.81,USD
PAY00001930,ORD00001727,2024-03-24 15:17:15,debit_card,paid,1088.02,USD
PAY00010219,ORD00009112,2024-03-24 15:57:35,paypal,pending,1169.89,USD
PAY00009584,ORD00008551,2024-03-24 21:44:24,credit_card,paid,373.33,USD
PAY00010714,ORD00009553,2024-03-24 22:51:02,debit_card,pending,1668.98,USD
PAY00013007,ORD00011614,2024-03-24 23:34:26,bank_transfer,paid,663.68,USD
PAY00015267,ORD00013636,2024-03-25 00:26:39,debit_card,paid,3466.23,USD
PAY00010715,ORD00009553,2024-03-25 01:17:02,debit_card,failed,1668.98,USD
PAY00010446,ORD00009313,2024-03-25 02:33:08,credit_card,paid,5673.24,USD
PAY00012040,ORD00010749,2024-03-25 04:47:54,credit_card,paid,557.43,USD
PAY00012228,ORD00010914,2024-03-25 05:27:27,credit_card,paid,1011.86,USD
PAY00014050,ORD00012541,2024-03-25 11:06:45,credit_card,paid,3431.05,USD
PAY00011008,ORD00009818,2024-03-25 11:50:06,credit_card,paid,272.28,USD
PAY00008989,ORD00008023,2024-03-25 12:24:02,credit_card,paid,214.95,USD
PAY00014588,ORD00013028,2024-03-25 14:43:11,paypal,failed,10306.83,USD
PAY00014982,ORD00013387,2024-03-25 22:52:26,credit_card,pending,488.86,USD
PAY00009148,ORD00008164,2024-03-26 01:28:22,debit_card,paid,2501.89,USD
PAY00010846,ORD00009669,2024-03-26 03:33:24,credit_card,paid,834.84,USD
PAY00012076,ORD00010784,2024-03-26 03:52:01,paypal,failed,3657.31,USD
PAY00006034,ORD00005375,2024-03-26 04:16:51,debit_card,pending,168.36,USD
PAY00001220,ORD00001090,2024-03-26 04:38:39,debit_card,paid,52.64,USD
PAY00000378,ORD00000332,2024-03-26 06:57:29,debit_card,paid,932.04,USD
PAY00010701,ORD00009542,2024-03-26 07:09:51,credit_card,paid,1363.51,USD
PAY00002505,ORD00002242,2024-03-26 07:24:20,credit_card,pending,274.84,USD
PAY00002388,ORD00002140,2024-03-26 07:42:25,credit_card,pending,1615.7,USD
PAY00014418,ORD00012869,2024-03-26 08:04:04,bank_transfer,paid,6731.49,USD
PAY00014063,ORD00012553,2024-03-26 08:19:07,debit_card,pending,1905.29,USD
PAY00005579,ORD00004969,2024-03-26 09:38:17,credit_card,paid,2867.24,USD
PAY00006298,ORD00005611,2024-03-26 10:29:26,credit_card,paid,953.84,USD
PAY00002045,ORD00001828,2024-03-26 12:33:33,debit_card,failed,904.57,USD
PAY00013751,ORD00012278,2024-03-26 12:37:15,debit_card,paid,92.95,USD
PAY00014405,ORD00012857,2024-03-26 14:23:16,debit_card,paid,1890.52,USD
PAY00012077,ORD00010784,2024-03-26 15:29:01,credit_card,paid,3657.31,USD
PAY00006173,ORD00005498,2024-03-26 16:05:58,paypal,paid,311.48,USD
PAY00006831,ORD00006082,2024-03-26 21:05:24,credit_card,paid,2142.1,USD
PAY00002995,ORD00002680,2024-03-26 21:37:39,credit_card,paid,1922.72,USD
PAY00009444,ORD00008421,2024-03-26 23:04:15,credit_card,paid,2648.93,USD
PAY00016740,ORD00014947,2024-03-27 02:41:21,paypal,paid,115.34,USD
PAY00008551,ORD00007627,2024-03-27 06:42:02,credit_card,paid,3349.97,USD
PAY00006832,ORD00006082,2024-03-27 07:11:24,paypal,paid,2142.1,USD
PAY00014668,ORD00013099,2024-03-27 08:25:28,paypal,failed,459.54,USD
PAY00002634,ORD00002353,2024-03-27 10:01:18,credit_card,paid,643.62,USD
PAY00006122,ORD00005452,2024-03-27 10:13:34,debit_card,failed,2278.48,USD
PAY00000041,ORD00000034,2024-03-27 10:48:46,wallet,paid,2315.17,USD
PAY00010814,ORD00009640,2024-03-27 11:34:47,credit_card,paid,1183.06,USD
PAY00010829,ORD00009653,2024-03-27 13:22:54,debit_card,paid,1180.26,USD
PAY00003154,ORD00002823,2024-03-27 14:48:39,credit_card,pending,11262.51,USD
PAY00012705,ORD00011341,2024-03-27 17:41:14,bank_transfer,paid,1739.84,USD
PAY00003246,ORD00002906,2024-03-27 18:21:37,credit_card,paid,4376.08,USD
PAY00015623,ORD00013950,2024-03-27 18:41:16,credit_card,failed,938.4,USD
PAY00005387,ORD00004806,2024-03-27 20:39:37,credit_card,paid,4779.06,USD
PAY00006543,ORD00005829,2024-03-27 20:49:03,credit_card,paid,6688.06,USD
PAY00006793,ORD00006048,2024-03-27 23:29:55,debit_card,paid,2181.39,USD
PAY00004545,ORD00004051,2024-03-28 00:58:25,debit_card,paid,2337.9,USD
PAY00000482,ORD00000422,2024-03-28 01:25:06,paypal,paid,772.04,USD
PAY00008191,ORD00007300,2024-03-28 05:54:10,debit_card,paid,527.11,USD
PAY00003832,ORD00003424,2024-03-28 05:59:01,bank_transfer,paid,349.79,USD
PAY00004068,ORD00003631,2024-03-28 06:14:02,paypal,paid,781.11,USD
PAY00004628,ORD00004120,2024-03-28 06:20:26,credit_card,paid,1946.83,USD
PAY00006544,ORD00005829,2024-03-28 08:16:03,debit_card,paid,6688.06,USD
PAY00007608,ORD00006781,2024-03-28 09:43:18,debit_card,paid,2221.39,USD
PAY00001425,ORD00001278,2024-03-28 10:19:12,credit_card,paid,969.32,USD
PAY00006875,ORD00006123,2024-03-28 11:22:50,wallet,paid,1210.25,USD
PAY00000866,ORD00000771,2024-03-28 16:26:07,credit_card,paid,442.47,USD
PAY00010848,ORD00009671,2024-03-28 17:10:38,credit_card,paid,5974.06,USD
PAY00007839,ORD00006980,2024-03-28 18:15:07,credit_card,failed,980.93,USD
PAY00008470,ORD00007551,2024-03-28 18:38:59,debit_card,paid,161.97,USD
PAY00009611,ORD00008576,2024-03-28 19:46:28,credit_card,paid,352.68,USD
PAY00010037,ORD00008958,2024-03-28 20:00:22,debit_card,paid,1567.38,USD
PAY00008471,ORD00007551,2024-03-28 20:52:59,paypal,failed,161.97,USD
PAY00002329,ORD00002089,2024-03-28 21:10:02,credit_card,paid,217.91,USD
PAY00004591,ORD00004089,2024-03-28 22:26:30,debit_card,pending,5078.0,USD
PAY00010038,ORD00008958,2024-03-29 00:27:22,debit_card,paid,1567.38,USD
PAY00015129,ORD00013516,2024-03-29 00:29:17,paypal,paid,1059.6,USD
PAY00002330,ORD00002089,2024-03-29 02:21:02,credit_card,paid,217.91,USD
PAY00015173,ORD00013555,2024-03-29 04:15:17,bank_transfer,pending,1139.4,USD
PAY00001881,ORD00001685,2024-03-29 07:21:52,paypal,pending,1205.02,USD
PAY00008632,ORD00007698,2024-03-29 09:49:04,credit_card,paid,513.67,USD
PAY00011325,ORD00010103,2024-03-29 11:10:47,debit_card,paid,195.64,USD
PAY00015174,ORD00013555,2024-03-29 11:35:17,bank_transfer,paid,1139.4,USD
PAY00016425,ORD00014663,2024-03-29 12:36:24,paypal,paid,938.78,USD
PAY00014814,ORD00013227,2024-03-29 13:11:30,credit_card,paid,2572.65,USD
PAY00004125,ORD00003682,2024-03-29 13:24:57,paypal,paid,3870.21,USD
PAY00000153,ORD00000132,2024-03-29 14:28:10,credit_card,paid,276.97,USD
PAY00001882,ORD00001685,2024-03-29 14:37:52,wallet,paid,1205.02,USD
PAY00006770,ORD00006028,2024-03-29 20:04:14,debit_card,paid,1900.14,USD
PAY00010702,ORD00009543,2024-03-29 22:14:29,credit_card,paid,1134.53,USD
PAY00013763,ORD00012289,2024-03-29 22:21:35,credit_card,paid,5335.48,USD
PAY00002304,ORD00002068,2024-03-30 01:02:17,credit_card,paid,3925.47,USD
PAY00010919,ORD00009737,2024-03-30 01:21:37,paypal,paid,2137.34,USD
PAY00006771,ORD00006028,2024-03-30 02:40:14,bank_transfer,paid,1900.14,USD
PAY00008250,ORD00007352,2024-03-30 03:19:13,credit_card,paid,728.78,USD
PAY00010213,ORD00009106,2024-03-30 04:19:13,credit_card,paid,2611.69,USD
PAY00007618,ORD00006790,2024-03-30 04:53:34,paypal,paid,1446.16,USD
PAY00016218,ORD00014478,2024-03-30 04:58:09,debit_card,paid,1479.18,USD
PAY00008805,ORD00007855,2024-03-30 06:03:40,credit_card,paid,479.82,USD
PAY00009304,ORD00008300,2024-03-30 07:19:32,credit_card,paid,67.34,USD
PAY00001295,ORD00001159,2024-03-30 09:33:31,credit_card,paid,1811.46,USD
PAY00014631,ORD00013068,2024-03-30 12:43:00,credit_card,paid,1693.01,USD
PAY00012023,ORD00010733,2024-03-30 15:37:57,debit_card,paid,1912.66,USD
PAY00011569,ORD00010326,2024-03-30 15:55:39,credit_card,pending,3651.81,USD
PAY00009305,ORD00008300,2024-03-30 16:25:32,bank_transfer,paid,67.34,USD
PAY00015669,ORD00013992,2024-03-30 17:49:49,wallet,paid,4045.05,USD
PAY00014455,ORD00012905,2024-03-30 20:49:22,debit_card,paid,3314.87,USD
PAY00001525,ORD00001370,2024-03-30 21:38:41,credit_card,paid,370.33,USD
PAY00013872,ORD00012384,2024-03-30 21:40:03,paypal,paid,516.7,USD
PAY00015604,ORD00013934,2024-03-30 22:48:39,credit_card,paid,436.37,USD
PAY00000935,ORD00000834,2024-03-31 02:44:47,wallet,paid,812.64,USD
PAY00007569,ORD00006745,2024-03-31 03:27:17,debit_card,paid,4547.23,USD
PAY00015670,ORD00013992,2024-03-31 04:06:49,paypal,paid,4045.05,USD
PAY00011138,ORD00009933,2024-03-31 06:22:15,paypal,paid,229.79,USD
PAY00007990,ORD00007114,2024-03-31 08:05:06,debit_card,pending,985.59,USD
PAY00015555,ORD00013893,2024-03-31 09:53:19,paypal,paid,334.89,USD
PAY00002321,ORD00002083,2024-03-31 11:31:56,debit_card,failed,3487.76,USD
PAY00007360,ORD00006559,2024-03-31 15:40:04,bank_transfer,paid,1152.63,USD
PAY00006111,ORD00005442,2024-03-31 16:44:36,credit_card,paid,383.74,USD
PAY00012311,ORD00010992,2024-03-31 17:29:49,credit_card,paid,828.31,USD
PAY00004721,ORD00004203,2024-03-31 18:54:35,bank_transfer,paid,854.19,USD
PAY00016253,ORD00014509,2024-03-31 20:46:40,debit_card,paid,1118.42,USD
PAY00006631,ORD00005905,2024-03-31 21:06:33,debit_card,paid,1889.26,USD
PAY00003279,ORD00002934,2024-03-31 21:12:21,paypal,paid,2880.68,USD
PAY00005749,ORD00005116,2024-04-01 00:28:12,credit_card,paid,1032.38,USD
PAY00004872,ORD00004340,2024-04-01 00:39:08,paypal,paid,3367.19,USD
PAY00002689,ORD00002404,2024-04-01 01:52:09,paypal,paid,962.09,USD
PAY00004722,ORD00004203,2024-04-01 04:26:35,debit_card,paid,854.19,USD
PAY00016578,ORD00014801,2024-04-01 04:41:27,debit_card,paid,258.59,USD
PAY00011463,ORD00010228,2024-04-01 06:05:54,debit_card,paid,621.16,USD
PAY00010058,ORD00008975,2024-04-01 06:55:14,credit_card,paid,1151.7,USD
PAY00010822,ORD00009647,2024-04-01 11:15:31,paypal,paid,707.29,USD
PAY00016776,ORD00014980,2024-04-01 14:40:05,bank_transfer,paid,319.67,USD
PAY00008312,ORD00007409,2024-04-01 16:37:35,credit_card,paid,356.82,USD
PAY00003497,ORD00003123,2024-04-01 17:25:01,credit_card,paid,332.36,USD
PAY00005916,ORD00005268,2024-04-01 18:10:03,debit_card,paid,1228.72,USD
PAY00006540,ORD00005826,2024-04-01 21:55:52,paypal,paid,3577.5,USD
PAY00012359,ORD00011035,2024-04-01 23:53:08,credit_card,pending,1037.09,USD
PAY00004167,ORD00003717,2024-04-02 01:03:27,paypal,paid,2579.17,USD
PAY00001788,ORD00001603,2024-04-02 02:04:57,debit_card,paid,3384.94,USD
PAY00014460,ORD00012910,2024-04-02 02:16:14,credit_card,paid,370.27,USD
PAY00000199,ORD00000173,2024-04-02 02:27:04,bank_transfer,paid,1052.16,USD
PAY00001430,ORD00001283,2024-04-02 10:22:46,debit_card,paid,917.04,USD
PAY00011038,ORD00009843,2024-04-02 10:49:26,credit_card,pending,880.05,USD
PAY00015802,ORD00014107,2024-04-02 14:18:59,credit_card,paid,877.17,USD
PAY00001984,ORD00001771,2024-04-02 14:49:50,credit_card,paid,4817.36,USD
PAY00013151,ORD00011738,2024-04-02 15:12:13,bank_transfer,pending,138.79,USD
PAY00001870,ORD00001675,2024-04-02 18:08:11,credit_card,paid,1710.49,USD
PAY00006040,ORD00005380,2024-04-02 22:58:32,credit_card,paid,1199.87,USD
PAY00007794,ORD00006942,2024-04-03 00:16:28,credit_card,paid,746.95,USD
PAY00003237,ORD00002897,2024-04-03 02:24:41,paypal,paid,1859.75,USD
PAY00003789,ORD00003385,2024-04-03 05:05:38,paypal,paid,1110.73,USD
PAY00012907,ORD00011519,2024-04-03 05:11:34,paypal,pending,402.29,USD
PAY00007171,ORD00006382,2024-04-03 05:41:29,credit_card,pending,99.66,USD
PAY00000240,ORD00000209,2024-04-03 12:00:16,paypal,paid,1359.84,USD
PAY00002205,ORD00001978,2024-04-03 12:49:07,credit_card,paid,117.23,USD
PAY00016555,ORD00014780,2024-04-03 18:00:43,credit_card,paid,13404.74,USD
PAY00007596,ORD00006770,2024-04-03 19:49:10,paypal,paid,8954.67,USD
PAY00000014,ORD00000012,2024-04-03 21:09:27,credit_card,pending,997.08,USD
PAY00006777,ORD00006033,2024-04-03 23:29:08,credit_card,pending,1321.36,USD
PAY00012584,ORD00011239,2024-04-04 02:41:01,credit_card,pending,2031.93,USD
PAY00002387,ORD00002139,2024-04-04 03:41:31,credit_card,paid,2817.0,USD
PAY00013267,ORD00011841,2024-04-04 04:25:55,paypal,pending,681.82,USD
PAY00007597,ORD00006770,2024-04-04 05:39:10,wallet,failed,8954.67,USD
PAY00005405,ORD00004822,2024-04-04 06:30:18,credit_card,failed,620.13,USD
PAY00014477,ORD00012927,2024-04-04 06:41:04,paypal,pending,4275.21,USD
PAY00015668,ORD00013991,2024-04-04 06:56:05,credit_card,pending,1271.92,USD
PAY00014478,ORD00012927,2024-04-04 08:50:04,debit_card,paid,4275.21,USD
PAY00001064,ORD00000950,2024-04-04 10:07:32,credit_card,paid,4728.73,USD
PAY00003381,ORD00003024,2024-04-04 10:27:20,bank_transfer,paid,2634.65,USD
PAY00008096,ORD00007215,2024-04-04 10:27:45,debit_card,paid,627.71,USD
PAY00009369,ORD00008357,2024-04-04 12:57:46,credit_card,pending,1263.35,USD
PAY00016507,ORD00014735,2024-04-04 19:08:29,credit_card,pending,5058.19,USD
PAY00013957,ORD00012460,2024-04-04 20:44:13,paypal,paid,2242.99,USD
PAY00000035,ORD00000029,2024-04-04 21:16:24,credit_card,paid,1349.34,USD
PAY00013958,ORD00012460,2024-04-04 21:39:13,bank_transfer,paid,2242.99,USD
PAY00014153,ORD00012633,2024-04-05 00:30:01,bank_transfer,failed,554.99,USD
PAY00014192,ORD00012668,2024-04-05 04:06:25,credit_card,failed,446.49,USD
PAY00008296,ORD00007395,2024-04-05 04:22:26,debit_card,paid,507.69,USD
PAY00005857,ORD00005215,2024-04-05 06:16:39,credit_card,paid,1386.7,USD
PAY00000333,ORD00000293,2024-04-05 13:46:33,debit_card,paid,784.86,USD
PAY00002264,ORD00002030,2024-04-05 20:28:33,credit_card,paid,556.52,USD
PAY00014127,ORD00012610,2024-04-05 23:08:53,paypal,paid,874.16,USD
PAY00011217,ORD00010001,2024-04-06 00:53:39,paypal,pending,1084.76,USD
PAY00012708,ORD00011344,2024-04-06 01:44:34,credit_card,paid,1603.45,USD
PAY00012848,ORD00011466,2024-04-06 02:12:04,paypal,paid,1340.3,USD
PAY00006952,ORD00006187,2024-04-06 02:23:48,debit_card,paid,6327.45,USD
PAY00016703,ORD00014915,2024-04-06 03:46:29,bank_transfer,paid,3123.65,USD
PAY00004573,ORD00004075,2024-04-06 03:51:02,credit_card,paid,780.69,USD
PAY00005498,ORD00004898,2024-04-06 06:10:12,credit_card,paid,1999.6,USD
PAY00016699,ORD00014911,2024-04-06 13:35:11,debit_card,paid,6608.36,USD
PAY00010335,ORD00009217,2024-04-06 18:41:27,credit_card,paid,659.96,USD
PAY00006662,ORD00005932,2024-04-07 00:17:24,credit_card,paid,3340.32,USD
PAY00006663,ORD00005932,2024-04-07 01:31:24,credit_card,failed,3504.28,USD
PAY00004108,ORD00003668,2024-04-07 01:47:32,paypal,paid,432.6,USD
PAY00016675,ORD00014887,2024-04-07 03:24:45,paypal,paid,481.25,USD
PAY00009236,ORD00008243,2024-04-07 04:15:57,credit_card,paid,1978.53,USD
PAY00010338,ORD00009219,2024-04-07 06:03:16,credit_card,paid,725.52,USD
PAY00010797,ORD00009624,2024-04-07 09:42:14,paypal,paid,192.0,USD
PAY00007363,ORD00006562,2024-04-07 10:58:22,wallet,paid,255.55,USD
PAY00015476,ORD00013826,2024-04-07 16:08:41,paypal,paid,770.27,USD
PAY00014361,ORD00012819,2024-04-07 17:26:56,paypal,paid,1873.75,USD
PAY00016155,ORD00014424,2024-04-07 19:49:12,credit_card,paid,410.42,USD
PAY00012870,ORD00011487,2024-04-07 20:26:12,credit_card,failed,1733.6,USD
PAY00014161,ORD00012641,2024-04-07 21:39:22,credit_card,paid,1399.51,USD
PAY00003432,ORD00003067,2024-04-07 22:09:43,paypal,paid,2438.91,USD
PAY00000392,ORD00000345,2024-04-08 02:03:06,credit_card,paid,619.56,USD
PAY00015584,ORD00013918,2024-04-08 05:29:44,bank_transfer,paid,1051.01,USD
PAY00016558,ORD00014783,2024-04-08 08:44:42,credit_card,paid,690.94,USD
PAY00005489,ORD00004891,2024-04-08 11:15:07,paypal,paid,2660.76,USD
PAY00016493,ORD00014722,2024-04-08 13:21:48,credit_card,paid,457.45,USD
PAY00015585,ORD00013918,2024-04-08 15:26:44,wallet,failed,1051.01,USD
PAY00010989,ORD00009800,2024-04-08 16:29:33,debit_card,failed,1816.7,USD
PAY00009839,ORD00008782,2024-04-08 16:36:51,credit_card,pending,344.32,USD
PAY00013211,ORD00011793,2024-04-08 19:54:08,paypal,paid,203.22,USD
PAY00014980,ORD00013385,2024-04-08 20:19:01,debit_card,paid,5854.17,USD
PAY00004714,ORD00004196,2024-04-08 20:27:30,paypal,failed,2110.38,USD
PAY00013212,ORD00011793,2024-04-08 21:16:08,bank_transfer,failed,203.22,USD
PAY00009190,ORD00008201,2024-04-08 21:28:46,credit_card,paid,736.21,USD
PAY00011509,ORD00010272,2024-04-09 01:27:07,credit_card,paid,917.48,USD
PAY00005685,ORD00005060,2024-04-09 04:18:35,credit_card,paid,170.6,USD
PAY00001011,ORD00000904,2024-04-09 05:04:33,credit_card,paid,385.26,USD
PAY00008175,ORD00007286,2024-04-09 05:08:58,debit_card,failed,1035.63,USD
PAY00001012,ORD00000904,2024-04-09 06:10:33,credit_card,paid,385.26,USD
PAY00007830,ORD00006973,2024-04-09 08:02:43,credit_card,paid,354.41,USD
PAY00016508,ORD00014736,2024-04-09 18:06:22,debit_card,paid,94.8,USD
PAY00004870,ORD00004339,2024-04-09 20:49:50,credit_card,paid,137.85,USD
PAY00014711,ORD00013137,2024-04-09 21:21:00,bank_transfer,paid,608.83,USD
PAY00004906,ORD00004369,2024-04-09 22:43:06,paypal,paid,67.85,USD
PAY00001518,ORD00001364,2024-04-10 00:40:25,credit_card,paid,1622.07,USD
PAY00015914,ORD00014209,2024-04-10 00:48:16,credit_card,paid,1373.69,USD
PAY00004871,ORD00004339,2024-04-10 01:21:50,credit_card,failed,137.85,USD
PAY00005292,ORD00004719,2024-04-10 06:41:22,credit_card,pending,605.29,USD
PAY00003998,ORD00003570,2024-04-10 07:22:20,bank_transfer,paid,150.84,USD
PAY00002764,ORD00002472,2024-04-10 07:39:54,paypal,paid,1169.03,USD
PAY00012107,ORD00010810,2024-04-10 09:43:41,paypal,paid,6152.18,USD
PAY00012863,ORD00011480,2024-04-10 10:08:32,debit_card,paid,534.02,USD
PAY00014852,ORD00013265,2024-04-10 11:09:08,debit_card,paid,225.65,USD
PAY00010591,ORD00009444,2024-04-10 11:26:37,credit_card,paid,2079.28,USD
PAY00004036,ORD00003604,2024-04-10 14:01:05,debit_card,paid,4277.17,USD
PAY00003852,ORD00003443,2024-04-10 14:01:31,credit_card,paid,168.41,USD
PAY00002765,ORD00002472,2024-04-10 15:06:54,debit_card,failed,1169.03,USD
PAY00013747,ORD00012275,2024-04-10 15:57:10,credit_card,failed,9839.88,USD
PAY00016234,ORD00014492,2024-04-10 17:22:54,credit_card,paid,2279.23,USD
PAY00010308,ORD00009193,2024-04-10 18:07:17,credit_card,paid,3986.3,USD
PAY00016112,ORD00014386,2024-04-10 20:31:39,debit_card,pending,4520.57,USD
PAY00008687,ORD00007749,2024-04-10 20:57:14,debit_card,paid,815.62,USD
PAY00012193,ORD00010885,2024-04-10 22:04:14,paypal,paid,1498.68,USD
PAY00002786,ORD00002492,2024-04-10 23:16:07,credit_card,paid,2656.83,USD
PAY00012971,ORD00011581,2024-04-10 23:38:48,credit_card,paid,1034.15,USD
PAY00008140,ORD00007253,2024-04-11 01:03:27,paypal,paid,1001.87,USD
PAY00007759,ORD00006909,2024-04-11 04:49:01,credit_card,pending,4258.92,USD
PAY00006768,ORD00006026,2024-04-11 07:17:36,credit_card,paid,1766.83,USD
PAY00015089,ORD00013479,2024-04-11 07:19:06,credit_card,paid,220.08,USD
PAY00007760,ORD00006909,2024-04-11 07:46:01,credit_card,paid,4258.92,USD
PAY00012194,ORD00010885,2024-04-11 08:07:14,debit_card,paid,1498.68,USD
PAY00010298,ORD00009184,2024-04-11 08:59:28,credit_card,paid,1656.78,USD
PAY00015207,ORD00013583,2024-04-11 09:22:32,paypal,failed,4292.73,USD
PAY00009379,ORD00008366,2024-04-11 09:39:39,credit_card,paid,181.66,USD
PAY00004323,ORD00003857,2024-04-11 10:30:36,debit_card,pending,614.88,USD
PAY00015715,ORD00014030,2024-04-11 11:22:23,paypal,paid,36.5,USD
PAY00011943,ORD00010662,2024-04-11 11:28:50,credit_card,paid,1194.64,USD
PAY00002816,ORD00002517,2024-04-11 12:12:18,credit_card,paid,1155.06,USD
PAY00010167,ORD00009067,2024-04-11 12:40:35,credit_card,paid,326.21,USD
PAY00001177,ORD00001053,2024-04-11 13:03:10,credit_card,paid,1707.06,USD
PAY00001572,ORD00001410,2024-04-11 13:06:55,credit_card,paid,649.79,USD
PAY00014585,ORD00013025,2024-04-11 14:03:33,credit_card,paid,539.11,USD
PAY00009498,ORD00008474,2024-04-11 14:37:09,credit_card,paid,4116.27,USD
PAY00008719,ORD00007779,2024-04-11 15:05:04,credit_card,paid,1208.6,USD
PAY00001162,ORD00001039,2024-04-11 15:18:41,wallet,paid,445.89,USD
PAY00003159,ORD00002828,2024-04-11 17:25:46,debit_card,paid,1798.3,USD
PAY00015716,ORD00014030,2024-04-11 19:58:23,wallet,failed,36.5,USD
PAY00007241,ORD00006446,2024-04-11 23:59:15,debit_card,paid,306.34,USD
PAY00003638,ORD00003251,2024-04-12 01:52:36,credit_card,paid,1515.79,USD
PAY00015132,ORD00013519,2024-04-12 05:44:29,credit_card,paid,819.65,USD
PAY00014488,ORD00012936,2024-04-12 10:00:56,credit_card,paid,3146.75,USD
PAY00005805,ORD00005168,2024-04-12 15:46:44,credit_card,paid,227.27,USD
PAY00002516,ORD00002252,2024-04-12 17:47:21,wallet,paid,156.44,USD
PAY00006085,ORD00005417,2024-04-12 18:07:53,credit_card,paid,1025.0,USD
PAY00016658,ORD00014872,2024-04-12 19:07:55,credit_card,paid,543.87,USD
PAY00012305,ORD00010987,2024-04-12 19:13:34,credit_card,paid,1343.7,USD
PAY00008047,ORD00007169,2024-04-12 19:37:31,credit_card,paid,1524.61,USD
PAY00008048,ORD00007169,2024-04-12 21:41:31,wallet,paid,1524.61,USD
PAY00002139,ORD00001918,2024-04-12 23:06:28,credit_card,paid,605.94,USD
PAY00013876,ORD00012388,2024-04-13 01:44:20,credit_card,paid,795.27,USD
PAY00015899,ORD00014195,2024-04-13 04:32:24,credit_card,pending,2154.99,USD
PAY00013877,ORD00012388,2024-04-13 05:06:20,credit_card,failed,795.27,USD
PAY00001921,ORD00001720,2024-04-13 05:08:51,credit_card,paid,251.8,USD
PAY00011803,ORD00010539,2024-04-13 07:31:09,debit_card,paid,196.59,USD
PAY00015607,ORD00013937,2024-04-13 08:10:30,wallet,failed,4533.0,USD
PAY00003783,ORD00003380,2024-04-13 08:58:22,credit_card,paid,297.02,USD
PAY00004225,ORD00003772,2024-04-13 10:03:41,bank_transfer,paid,218.61,USD
PAY00006844,ORD00006094,2024-04-13 10:25:00,bank_transfer,failed,1466.04,USD
